Record_Type,LF_site_num,LF_Type,locid,faa_Region,county,county_state,city,facility_name,facility_ownership,facility_use,latitude_degrees,longitude_degrees,elevation_ft_msl,status,ArptLocation
APT,01156.*A,AIRPORT,ROG,ASW,BENTON,AR,ROGERS,ROGERS EXEC - CARTER FLD,PU,PU,36.37241667,-94.10697222,358.8,Open,POINT(-94.10697222 36.37241667)
APT,01156.01*H,HELIPORT,AR36,ASW,BENTON,AR,ROGERS,MEDI-PORT,PR,PR,36.33296667,-94.13202778,350.0,Open,POINT(-94.13202778 36.33296667)
APT,01156.03*A,AIRPORT,AR11,ASW,BENTON,AR,ROGERS,OZARK AERODROME,PR,PR,36.28888889,-94.09027778,270.0,Open,POINT(-94.09027778 36.28888889)
APT,01156.09*H,HELIPORT,53AR,ASW,BENTON,AR,ROGERS,MERCY HOSPITAL NORTHWEST ARKANSAS,PR,PR,36.30844733,-94.18422536,280.0,Open,POINT(-94.18422536 36.30844733)
APT,01159.*A,AIRPORT,AR12,ASW,WHITE,AR,ROSE BUD,MC DONALD'S STRIP,PR,PR,35.31898611,-92.03238889,700.0,Open,POINT(-92.03238889 35.31898611)
APT,01161.1*A,AIRPORT,RUE,ASW,POPE,AR,RUSSELLVILLE,RUSSELLVILLE RGNL,PU,PU,35.25928306,-93.09262222,409.2,Open,POINT(-93.09262222 35.25928306)
APT,01161.11*H,HELIPORT,4AR0,ASW,POPE,AR,RUSSELLVILLE,ST MARY'S RGNL MEDICAL CENTER,PR,PR,35.28414167,-93.15008333,393.0,Open,POINT(-93.15008333 35.28414167)
APT,01162.*A,AIRPORT,2AR2,ASW,IZARD,AR,SAGE,DAVIDSON FLD,PR,PR,36.01518333,-91.79661667,835.0,Open,POINT(-91.79661667 36.01518333)
APT,01163.*A,AIRPORT,7M9,ASW,FULTON,AR,SALEM,SALEM,PU,PU,36.35590806,-91.83095472,786.7,Open,POINT(-91.83095472 36.35590806)
APT,01163.01*H,HELIPORT,AR68,ASW,FULTON,AR,SALEM,FULTON COUNTY HOSPITAL,PU,PR,36.38275278,-91.81100278,700.0,Open,POINT(-91.81100278 36.38275278)
APT,01165.*A,AIRPORT,SRC,ASW,WHITE,AR,SEARCY,SEARCY MUNI,PU,PU,35.21060972,-91.73753944,264.5,Open,POINT(-91.73753944 35.21060972)
APT,01165.01*H,HELIPORT,29AR,ASW,WHITE,AR,SEARCY,UNITY HEALTH WHITE COUNTY MEDICAL CENTER,PU,PR,35.25249167,-91.697375,273.0,Open,POINT(-91.697375 35.25249167)
APT,01165.02*H,HELIPORT,AR78,ASW,WHITE,AR,SEARCY,UNITY HEALTH SPECIALTY CARE,PR,PR,35.23345278,-91.72973611,260.0,Open,POINT(-91.72973611 35.23345278)
APT,01165.03*H,HELIPORT,AR33,ASW,WHITE,AR,SEARCY,HONEY HILL,PR,PR,35.23341833,-91.78736111,340.0,Open,POINT(-91.78736111 35.23341833)
APT,01165.04*A,AIRPORT,26AR,ASW,WHITE,AR,SEARCY,"FLY ""N"" K",PR,PR,35.2155,-91.80783333,400.0,Open,POINT(-91.80783333 35.2155)
APT,01165.05*A,AIRPORT,7AR4,ASW,WHITE,AR,SEARCY,BROWN'S,PR,PR,35.29222222,-91.89,367.0,Open,POINT(-91.89 35.29222222)
APT,01165.19*A,AIRPORT,35AR,ASW,ARKANSAS,AR,SEARCY,SWEET SPRINGS,PR,PR,35.31180556,-91.87563611,418.0,Open,POINT(-91.87563611 35.31180556)
APT,01168.01*A,AIRPORT,9M8,ASW,GRANT,AR,SHERIDAN,SHERIDAN MUNI,PU,PU,34.32752778,-92.35133333,236.0,Open,POINT(-92.35133333 34.32752778)
APT,01168.7*A,AIRPORT,AR22,ASW,JEFFERSON,AR,SHERRILL,TOMMY'S FLYING SERVICE INC,PR,PR,34.381485,-91.95847194,215.0,Open,POINT(-91.95847194 34.381485)
APT,01168.71*A,AIRPORT,99A,ASW,JEFFERSON,AR,SHERRILL,SMITH'S INTL,PR,PU,34.40622222,-91.95875,218.0,Open,POINT(-91.95875 34.40622222)
APT,01170.1*A,AIRPORT,SLG,ASW,BENTON,AR,SILOAM SPRINGS,SMITH FLD,PU,PU,36.19186111,-94.49,191.4,Open,POINT(-94.49 36.19186111)
APT,01170.11*H,HELIPORT,AR69,ASW,BENTON,AR,SILOAM SPRINGS,SILOAM SPRINGS MEML HOSPITAL,PU,PR,36.18937778,-94.50675556,140.0,Open,POINT(-94.50675556 36.18937778)
APT,01170.12*A,AIRPORT,38AR,ASW,BENTON,AR,SILOAM SPRINGS,WILLIAMS FLD,PR,PR,36.11882778,-94.46821389,150.0,Open,POINT(-94.46821389 36.11882778)
APT,01173.05*A,AIRPORT,4AR9,ASW,SEARCY,AR,SNOWBALL,RICHLAND CREEK,PR,PR,35.91484722,-92.8997125,735.0,Open,POINT(-92.8997125 35.91484722)
APT,01176.*A,AIRPORT,ASG,ASW,WASHINGTON,AR,SPRINGDALE,SPRINGDALE MUNI,PU,PU,36.17638889,-94.11925,352.5,Open,POINT(-94.11925 36.17638889)
APT,01176.01*H,HELIPORT,0AR0,ASW,WASHINGTON,AR,SPRINGDALE,SMH,PR,PR,36.18146639,-94.1371475,352.0,Open,POINT(-94.1371475 36.18146639)
APT,01176.02*H,HELIPORT,14AR,ASW,WASHINGTON,AR,SPRINGDALE,ACH SPRINGDALE,PR,PR,36.16188883,-94.18909808,360.0,Open,POINT(-94.18909808 36.16188883)
APT,01176.7*A,AIRPORT,16AR,ASW,CONWAY,AR,SPRINGFIELD,HEIFER CREEK RANCH,PR,PR,35.30111111,-92.57333333,730.0,Open,POINT(-92.57333333 35.30111111)
APT,01180.*A,AIRPORT,55M,ASW,LINCOLN,AR,STAR CITY,STAR CITY MUNI,PU,PU,33.92641667,-91.86111111,398.0,Open,POINT(-91.86111111 33.92641667)
APT,01182.*A,AIRPORT,4F8,ASW,OUACHITA,AR,STEPHENS,WILSON,PR,PU,33.44319444,-93.05430556,230.0,Open,POINT(-93.05430556 33.44319444)
APT,01185.1*H,HELIPORT,32AR,ASW,ARKANSAS,AR,STUTTGART,STUTTGART MEML HOSPITAL,PR,PR,34.51777778,-91.55972222,193.0,Open,POINT(-91.55972222 34.51777778)
APT,01186.*A,AIRPORT,SGT,ASW,PRAIRIE,AR,STUTTGART,STUTTGART MUNI CARL HUMPHREY FLD,PU,PU,34.59947853,-91.57500028,224.4,Open,POINT(-91.57500028 34.59947853)
APT,01188.*A,AIRPORT,TXK,ASW,MILLER,AR,TEXARKANA,TEXARKANA RGNL-WEBB FLD,PU,PU,33.45372222,-93.99102778,389.5,Open,POINT(-93.99102778 33.45372222)
APT,01188.01*A,AIRPORT,AR44,ASW,MILLER,AR,TEXARKANA,FLYING W,PR,PR,33.51262361,-94.01352167,265.0,Open,POINT(-94.01352167 33.51262361)
APT,01188.11*H,HELIPORT,AR37,ASW,MILLER,AR,TEXARKANA,ST MICHAEL HOSPITAL,PR,PR,33.42731944,-94.04232778,100.0,Open,POINT(-94.04232778 33.42731944)
APT,01188.19*A,AIRPORT,57AR,ASW,LITTLE RIVER,AR,ASHDOWN,SANDY RIDGE FARMS,PR,PR,33.66055556,-94.24166667,334.0,Open,POINT(-94.24166667 33.66055556)
APT,01188.5*A,AIRPORT,5AR1,ASW,DREW,AR,TILLAR,TILLAR,PR,PR,33.71260722,-91.46123333,150.0,Open,POINT(-91.46123333 33.71260722)
APT,01188.51*A,AIRPORT,AR79,ASW,DESHA,AR,TILLAR,FLYING G RANCH,PR,PR,33.69316361,-91.37956361,150.0,Open,POINT(-91.37956361 33.69316361)
APT,01189.5*A,AIRPORT,5AR2,ASW,CRITTENDEN,AR,TURRELL,TURRELL FLYING SERVICE,PR,PR,35.375,-90.20638889,226.0,Open,POINT(-90.20638889 35.375)
APT,01190.*H,HELIPORT,AR87,ASW,CRAWFORD,AR,VAN BUREN,SPARKS MEDICAL CENTER VAN BUREN,PR,PR,35.43463056,-94.33994444,467.0,Open,POINT(-94.33994444 35.43463056)
APT,01191.56*H,HELIPORT,44AR,ASW,FAULKNER,AR,VILONIA,AIR EVAC LIFETEAM 30,PR,PR,35.08341667,-92.20032222,470.0,Open,POINT(-92.20032222 35.08341667)
APT,01195.51*A,AIRPORT,M27,ASW,SCOTT,AR,WALDRON,WALDRON MUNI,PU,PU,34.876,-94.10888889,705.0,Open,POINT(-94.10888889 34.876)
APT,01197.*A,AIRPORT,ARG,ASW,LAWRENCE,AR,WALNUT RIDGE,WALNUT RIDGE RGNL,PU,PU,36.12466667,-90.92511111,279.0,Open,POINT(-90.92511111 36.12466667)
APT,01197.01*H,HELIPORT,AR20,ASW,LAWRENCE,AR,WALNUT RIDGE,LAWRENCE MEML,PU,PR,36.07440833,-90.96736389,265.0,Open,POINT(-90.96736389 36.07440833)
APT,01200.1*A,AIRPORT,3M9,ASW,BRADLEY,AR,WARREN,WARREN MUNI,PU,PU,33.56044333,-92.08538861,235.0,Open,POINT(-92.08538861 33.56044333)
APT,01200.11*H,HELIPORT,AR70,ASW,BRADLEY,AR,WARREN,BRADLEY COUNTY MEDICAL CENTER,PU,PR,33.61087778,-92.06006667,200.0,Open,POINT(-92.06006667 33.61087778)
APT,01201.*A,AIRPORT,8M2,ASW,POINSETT,AR,WEINER,SALLY WOFFORD,PR,PU,35.59027222,-90.91367222,245.0,Open,POINT(-90.91367222 35.59027222)
APT,01201.1*A,AIRPORT,5AR7,ASW,POINSETT,AR,WEINER,KELLER AIRFIELD,PR,PR,35.68666667,-90.79361111,249.0,Open,POINT(-90.79361111 35.68666667)
APT,01203.*A,AIRPORT,AR27,ASW,MADISON,AR,WESLEY,LOLLARS CREEK FARM,PR,PR,35.93896722,-93.84575,430.0,Open,POINT(-93.84575 35.93896722)
APT,01206.2*A,AIRPORT,AWM,ASW,CRITTENDEN,AR,WEST MEMPHIS,WEST MEMPHIS MUNI,PU,PU,35.13505556,-90.23444444,212.7,Open,POINT(-90.23444444 35.13505556)
APT,01207.*A,AIRPORT,10AR,ASW,JEFFERSON,AR,WHITE HALL,HICKORY RIDGE,PR,PR,34.26286111,-92.12161111,320.0,Open,POINT(-92.12161111 34.26286111)
APT,01208.*A,AIRPORT,05XS,ASW,ASHLEY,AR,WILMOT,JOHNSON MEML,PR,PR,33.0785,-91.56183333,105.0,Open,POINT(-91.56183333 33.0785)
APT,01209.*A,AIRPORT,9AR4,ASW,PULASKI,AR,WOODSON,TANGO 7,PR,PR,34.52309167,-92.16765556,233.0,Open,POINT(-92.16765556 34.52309167)
APT,01211.01*H,HELIPORT,AR74,ASW,CROSS,AR,WYNNE,CROSS RIDGE COMMUNITY HOSPITAL,PU,PR,35.22008861,-90.78650194,265.0,Open,POINT(-90.78650194 35.22008861)
APT,01211.51*H,HELIPORT,3AR1,ASW,MARION,AR,YELLVILLE,PINE MOUNTAIN,PR,PR,36.41055556,-92.66333333,800.0,Open,POINT(-92.66333333 36.41055556)
APT,01213.01*H,HELIPORT,26CN,AWP,LOS ANGELES,CA,ACTON,VINCENT SUBSTATION,PR,PR,34.48675,-118.1158972,244.0,Open,POINT(-118.1158972 34.48675)
APT,01216.*A,AIRPORT,0CL1,AWP,SAN BERNARDINO,CA,ADELANTO,KREY FLD,PR,PR,34.56943611,-117.5555556,42.0,Open,POINT(-117.5555556 34.56943611)
APT,01216.1*A,AIRPORT,11CL,AWP,SAN BERNARDINO,CA,ADELANTO,HANSEN,PR,PR,34.62999,-117.6533908,885.0,Open,POINT(-117.6533908 34.62999)
APT,01216.15*H,HELIPORT,CA12,AWP,SAN BERNARDINO,CA,ADELANTO,IPP ADELANTO,PR,PR,34.54845833,-117.4363306,980.0,Open,POINT(-117.4363306 34.54845833)
APT,01216.2*A,AIRPORT,52CL,AWP,SAN BERNARDINO,CA,ADELANTO,ADELANTO,PR,PR,34.53749306,-117.4606042,75.0,Open,POINT(-117.4606042 34.53749306)
APT,01217.*A,AIRPORT,A26,AWP,MODOC,CA,ADIN,ADIN,PU,PU,41.1865,-120.9543889,234.0,Open,POINT(-120.9543889 41.1865)
APT,01217.19*H,HELIPORT,PA78,AEA,PHILADELPHIA,PA,PHILADELPHIA,SPORTS COMPLEX N LOT,PR,PR,39.90154444,-75.16134444,26.0,Open,POINT(-75.16134444 39.90154444)
APT,01218.*A,AIRPORT,L54,AWP,SAN DIEGO,CA,AGUA CALIENTE SPRINGS,AGUA CALIENTE SPRINGS,PU,PU,32.95569444,-116.2947222,220.0,Open,POINT(-116.2947222 32.95569444)
APT,01219.*A,AIRPORT,L70,AWP,LOS ANGELES,CA,AGUA DULCE,AGUA DULCE,PR,PU,34.50351483,-118.3131572,633.0,Open,POINT(-118.3131572 34.50351483)
APT,01219.01*H,HELIPORT,CL59,AWP,LOS ANGELES,CA,AGUA DULCE,CAMP 11,PU,PR,34.43812222,-118.2877583,220.0,Open,POINT(-118.2877583 34.43812222)
APT,01228.*H,HELIPORT,9CA9,AWP,LOS ANGELES,CA,ALHAMBRA,SANTA FE INTL CORP,PR,PR,34.08141389,-118.15,460.0,Open,POINT(-118.15 34.08141389)
APT,01228.01*H,HELIPORT,CA08,AWP,LOS ANGELES,CA,ALHAMBRA,SCE ENERGY CONTROL CENTER,PR,PR,34.0835,-118.1441639,475.0,Open,POINT(-118.1441639 34.0835)
APT,01232.*A,AIRPORT,1CA6,AWP,SAN DIEGO,CA,ALPINE,ON THE ROCKS,PR,PR,32.76505417,-116.7225206,650.0,Open,POINT(-116.7225206 32.76505417)
APT,01234.*A,AIRPORT,AAT,AWP,MODOC,CA,ALTURAS,ALTURAS MUNI,PU,PU,41.48286111,-120.5654167,378.3,Open,POINT(-120.5654167 41.48286111)
APT,01234.12*A,AIRPORT,A24,AWP,MODOC,CA,ALTURAS,CALIFORNIA PINES,PU,PU,41.41225972,-120.6838861,389.0,Open,POINT(-120.6838861 41.41225972)
APT,01234.13*A,AIRPORT,CA06,AWP,MODOC,CA,ALTURAS,BATES FLD,PR,PR,41.41776389,-120.5692278,400.0,Open,POINT(-120.5692278 41.41776389)
APT,01241.13*H,HELIPORT,CL45,AWP,ORANGE,CA,ANAHEIM,NORTH NET TRAINING AUTHORITY,PR,PR,33.79504444,-117.8810111,145.0,Open,POINT(-117.8810111 33.79504444)
APT,01241.17*H,HELIPORT,3CN4,AWP,ORANGE,CA,ANAHEIM,KAISER PERMANENTE ANAHEIM MEDICAL CENTER,PR,PR,33.85194444,-117.8453167,341.0,Open,POINT(-117.8453167 33.85194444)
APT,01241.21*H,HELIPORT,CN43,AWP,ORANGE,CA,ANAHEIM,ANAHEIM CANYON TOWER,PR,PR,33.859925,-117.8502167,342.0,Open,POINT(-117.8502167 33.859925)
APT,01242.1*A,AIRPORT,53CL,AWP,MENDOCINO,CA,ANCHOR BAY,LOFTY REDWOODS,PR,PR,38.85963083,-123.5905675,317.0,Open,POINT(-123.5905675 38.85963083)
APT,01244.13*H,HELIPORT,16CL,AWP,CALAVERAS,CA,ANGELS CAMP,MOTHER LODE SERVICE CENTER,PR,PR,38.08458333,-120.5379722,560.0,Open,POINT(-120.5379722 38.08458333)
APT,01244.8*A,AIRPORT,2O3,AWP,NAPA,CA,ANGWIN,ANGWIN-PARRETT FLD,PR,PU,38.58002778,-122.4354722,875.0,Open,POINT(-122.4354722 38.58002778)
APT,01247.6*A,AIRPORT,54CL,AWP,RIVERSIDE,CA,ANZA,LAKE RIVERSIDE ESTATES,PR,PR,33.5208625,-116.7966878,410.0,Open,POINT(-116.7966878 33.5208625)
APT,01248.1*A,AIRPORT,APV,AWP,SAN BERNARDINO,CA,APPLE VALLEY,APPLE VALLEY,PU,PU,34.57533333,-117.1861944,61.7,Open,POINT(-117.1861944 34.57533333)
APT,01248.11*A,AIRPORT,27CA,AWP,SAN BERNARDINO,CA,APPLE VALLEY,HOLIDAY RANCH,PR,PR,34.56110639,-117.080595,260.0,Open,POINT(-117.080595 34.56110639)
APT,01248.12*H,HELIPORT,79CA,AWP,SAN BERNARDINO,CA,APPLE VALLEY,ST MARY DESERT VALLEY HOSPITAL,PR,PR,34.54322222,-117.264475,840.0,Open,POINT(-117.264475 34.54322222)
APT,01250.1*A,AIRPORT,55CL,AWP,COLUSA,CA,ARBUCKLE,STRAIN RANCH,PR,PR,39.05305556,-122.0955556,123.0,Open,POINT(-122.0955556 39.05305556)
APT,01255.1*A,AIRPORT,ACV,AWP,HUMBOLDT,CA,ARCATA/EUREKA,CALIFORNIA REDWOOD COAST-HUMBOLDT COUNTY,PU,PU,40.97783333,-124.1084722,222.3,Open,POINT(-124.1084722 40.97783333)
APT,01266.1*A,AIRPORT,5CL8,AWP,KERN,CA,ARVIN,CREEKSIDE,PR,PR,35.17613889,-118.9231489,335.0,Open,POINT(-118.9231489 35.17613889)
APT,01272.4*A,AIRPORT,5CL9,AWP,FRESNO,CA,AUBERRY,TABLE MOUNTAIN FLD,PR,PR,37.14133333,-119.5079167,280.0,Open,POINT(-119.5079167 37.14133333)
APT,01272.51*H,HELIPORT,CL91,AWP,FRESNO,CA,AUBERRY,AUBERRY HYDRO SERVICE CENTER,PR,PR,37.06555556,-119.4841389,0.0,Open,POINT(-119.4841389 37.06555556)
APT,01273.*A,AIRPORT,AUN,AWP,PLACER,CA,AUBURN,AUBURN MUNI,PU,PU,38.95483333,-121.0817222,538.4,Open,POINT(-121.0817222 38.95483333)
APT,01273.1*H,HELIPORT,8CA2,AWP,PLACER,CA,AUBURN,AUBURN CAL FIRE,PU,PR,38.93408333,-121.0537583,635.0,Open,POINT(-121.0537583 38.93408333)
APT,01276.*A,AIRPORT,AVX,AWP,LOS ANGELES,CA,AVALON,CATALINA,PR,PU,33.40499722,-118.4157694,602.0,Open,POINT(-118.4157694 33.40499722)
APT,01276.2*C,SEAPLANE BASE,L11,AWP,LOS ANGELES,CA,AVALON,PEBBLY BEACH,PR,PR,33.33836194,-118.3120164,0.0,Open,POINT(-118.3120164 33.33836194)
APT,01280.*G,GLIDERPORT,CA69,AWP,KINGS,CA,AVENAL,AVENAL,PR,PR,36.00303056,-120.1421944,782.0,Open,POINT(-120.1421944 36.00303056)
APT,01283.05*H,HELIPORT,1CN6,AWP,LOS ANGELES,CA,AZUSA,BTNW PPR,PR,PR,34.28194444,-117.7497222,810.0,Open,POINT(-117.7497222 34.28194444)
APT,01286.1*A,AIRPORT,0O2,AWP,SAN BERNARDINO,CA,BAKER,BAKER,PU,PU,35.28627778,-116.0813611,922.0,Open,POINT(-116.0813611 35.28627778)
APT,01289.1*A,AIRPORT,L45,AWP,KERN,CA,BAKERSFIELD,BAKERSFIELD MUNI,PU,PU,35.32487472,-118.9960219,378.3,Open,POINT(-118.9960219 35.32487472)
APT,01289.4*H,HELIPORT,28CN,AWP,KERN,CA,BAKERSFIELD,SAN JOAQUIN COMMUNITY HOSPITAL,PR,PR,35.38322222,-119.0208056,465.0,Open,POINT(-119.0208056 35.38322222)
APT,01289.41*H,HELIPORT,CL61,AWP,KERN,CA,BAKERSFIELD,KERN MEDICAL,PU,PR,35.38241667,-118.9696111,505.0,Open,POINT(-118.9696111 35.38241667)
APT,01289.42*H,HELIPORT,CL60,AWP,KERN,CA,BAKERSFIELD,MEML HOSPITAL,PR,PR,35.39130556,-119.0063333,500.0,Open,POINT(-119.0063333 35.39130556)
APT,01289.5*A,AIRPORT,81CA,AWP,KERN,CA,BAKERSFIELD,SKYDIVE SAN JOAQUIN VALLEY,PR,PR,35.09777778,-119.0711111,346.0,Open,POINT(-119.0711111 35.09777778)
APT,01291.*A,AIRPORT,BFL,AWP,KERN,CA,BAKERSFIELD,MEADOWS FLD,PU,PU,35.43386111,-119.0576667,509.6,Open,POINT(-119.0576667 35.43386111)
APT,01291.1*A,AIRPORT,7CA2,AWP,KERN,CA,BAKERSFIELD,PARADISE LAKES,PR,PR,35.17666667,-118.9272222,340.0,Open,POINT(-118.9272222 35.17666667)
APT,01291.11*H,HELIPORT,CN55,AWP,KERN,CA,BAKERSFIELD,MERCY HOSPITAL SOUTHWEST,PR,PR,35.35,-119.1122222,375.0,Open,POINT(-119.1122222 35.35)
APT,01293.*H,HELIPORT,7CA5,AWP,FRESNO,CA,BALCH CAMP,BALCH CAMP,PR,PR,36.90658333,-119.1284722,603.0,Open,POINT(-119.1284722 36.90658333)
APT,01297.*A,AIRPORT,BNG,AWP,RIVERSIDE,CA,BANNING,BANNING MUNI,PU,PU,33.92255556,-116.8509722,222.4,Open,POINT(-116.8509722 33.92255556)
APT,01297.1*H,HELIPORT,60CN,AWP,RIVERSIDE,CA,BANNING,SAN GORGONIO MEML HOSPITAL,PR,PR,33.930775,-116.9428611,596.0,Open,POINT(-116.9428611 33.930775)
APT,01299.8*A,AIRPORT,5CA4,AWP,SAN BERNARDINO,CA,BARSTOW,LUDLOW,PR,PR,34.72876944,-116.158675,700.0,Open,POINT(-116.158675 34.72876944)
APT,01299.84*H,HELIPORT,CL17,AWP,SAN BERNARDINO,CA,BARSTOW,BARSTOW COMMUNITY HOSPITAL,PU,PR,34.89254444,-117.0178028,255.0,Open,POINT(-117.0178028 34.89254444)
APT,01299.85*H,HELIPORT,5CA2,AWP,SAN BERNARDINO,CA,BARSTOW,ORD MOUNTAIN,PR,PR,34.67541667,-116.8153333,120.0,Open,POINT(-116.8153333 34.67541667)
APT,01299.86*H,HELIPORT,9CA1,AWP,SAN BERNARDINO,CA,BARSTOW,BARSTOW SERVICE CENTER,PR,PR,34.87515833,-116.9959722,240.0,Open,POINT(-116.9959722 34.87515833)
APT,01299.87*A,AIRPORT,00CA,AWP,SAN BERNARDINO,CA,BARSTOW,GOLDSTONE /GTS/,PU,PR,35.35497222,-116.8852083,38.0,Open,POINT(-116.8852083 35.35497222)
APT,01303.*A,AIRPORT,73CA,AWP,ALPINE,CA,BEAR VALLEY,BEAR VALLEY,PR,PR,38.45880056,-120.0399086,73.0,Open,POINT(-120.0399086 38.45880056)
APT,01307.*A,AIRPORT,O02,AWP,PLUMAS,CA,BECKWOURTH,NERVINO,PU,PU,39.81852778,-120.3528056,899.9,Open,POINT(-120.3528056 39.81852778)
APT,01309.6*H,HELIPORT,CN26,AWP,PLUMAS,CA,BELDEN,RODGERS FLAT,PR,PR,39.96208333,-121.2774722,40.0,Open,POINT(-121.2774722 39.96208333)
APT,01318.*A,AIRPORT,O55,AWP,LASSEN,CA,BIEBER,SOUTHARD FLD,PU,PU,41.13954028,-121.12405,163.0,Open,POINT(-121.12405 41.13954028)
APT,01323.*A,AIRPORT,L35,AWP,SAN BERNARDINO,CA,BIG BEAR CITY,BIG BEAR CITY,PU,PU,34.26377778,-116.8560278,752.4,Open,POINT(-116.8560278 34.26377778)
APT,01323.5*H,HELIPORT,CN45,AWP,SAN BERNARDINO,CA,BIG BEAR LAKE,BEAR VALLEY HOSPITAL,PR,PR,34.24688056,-116.8879028,800.0,Open,POINT(-116.8879028 34.24688056)
APT,01324.*H,HELIPORT,CN28,AWP,FRESNO,CA,BIG CREEK,BIG CREEK HELISTOP,PR,PR,37.20088056,-119.2529278,960.0,Open,POINT(-119.2529278 37.20088056)
APT,01324.23*A,AIRPORT,00CL,AWP,BUTTE,CA,BIGGS,WILLIAMS AG,PR,PR,39.42718889,-121.7634278,87.0,Open,POINT(-121.7634278 39.42718889)
APT,01324.5*A,AIRPORT,CL23,AWP,BUTTE,CA,BIGGS,JONES/AG-VIATION,PR,PR,39.45960889,-121.6960847,109.0,Open,POINT(-121.6960847 39.45960889)
APT,01327.*A,AIRPORT,BIH,AWP,INYO,CA,BISHOP,BISHOP,PU,PU,37.37311111,-118.3636111,124.3,Open,POINT(-118.3636111 37.37311111)
APT,01327.02*H,HELIPORT,4CL7,AWP,INYO,CA,BISHOP,INYO COUNTY SHERIFF SEARCH & RESCUE,PU,PR,37.36569444,-118.3674167,120.0,Open,POINT(-118.3674167 37.36569444)
APT,01327.03*A,AIRPORT,9CA6,AWP,ESMERALDA,NV,BISHOP,NORTH VALLEY,PR,PR,37.86909694,-118.0951092,960.0,Open,POINT(-118.0951092 37.86909694)
APT,01335.1*A,AIRPORT,56CL,AWP,RIVERSIDE,CA,BLYTHE,MORRIS AG AIR SW,PR,PR,33.59196917,-114.6055119,263.0,Open,POINT(-114.6055119 33.59196917)
APT,01335.11*H,HELIPORT,20CA,AWP,RIVERSIDE,CA,BLYTHE,CLAYTON,PR,PR,33.60365833,-114.6445611,261.0,Open,POINT(-114.6445611 33.60365833)
APT,01335.2*H,HELIPORT,80CL,AWP,RIVERSIDE,CA,BLYTHE,BLYTHE SERVICE CENTER,PR,PR,33.60491667,-114.6022778,297.0,Open,POINT(-114.6022778 33.60491667)
APT,01336.*A,AIRPORT,BLH,AWP,RIVERSIDE,CA,BLYTHE,BLYTHE,PU,PU,33.61916667,-114.7168889,399.6,Open,POINT(-114.7168889 33.61916667)
APT,01340.25*A,AIRPORT,D83,AWP,MENDOCINO,CA,BOONVILLE,BOONVILLE,PU,PU,39.01395281,-123.3815533,378.5,Open,POINT(-123.3815533 39.01395281)
APT,01340.281*A,AIRPORT,57CL,AWP,SAN BERNARDINO,CA,BORON,BORON AIRSTRIP,PR,PR,35.00358667,-117.6070031,499.0,Open,POINT(-117.6070031 35.00358667)
APT,01340.3*A,AIRPORT,L08,AWP,SAN DIEGO,CA,BORREGO SPRINGS,BORREGO VALLEY,PU,PU,33.25902778,-116.3209722,522.2,Open,POINT(-116.3209722 33.25902778)
APT,01340.35*A,AIRPORT,58CL,AWP,SAN DIEGO,CA,BORREGO SPRINGS,BORREGO AIR RANCH,PR,PR,33.19192778,-116.2801028,576.0,Open,POINT(-116.2801028 33.19192778)
APT,01342.*A,AIRPORT,BWC,AWP,IMPERIAL,CA,BRAWLEY,BRAWLEY MUNI,PU,PU,32.9929375,-115.5172633,127.8,Open,POINT(-115.5172633 32.9929375)
APT,01342.1*H,HELIPORT,9CA2,AWP,IMPERIAL,CA,BRAWLEY,PIONEERS MEML HOSPITAL,PR,PR,32.95844444,-115.5530833,-99.0,Open,POINT(-115.5530833 32.95844444)
APT,01344.2*A,AIRPORT,4CA2,AWP,CONTRA COSTA,CA,BRENTWOOD,FUNNY FARM,PR,PR,37.94686667,-121.6474528,29.0,Open,POINT(-121.6474528 37.94686667)
APT,01346.*A,AIRPORT,O57,AWP,MONO,CA,BRIDGEPORT,BRYANT FLD,PU,PU,38.26465364,-119.2227311,471.7,Open,POINT(-119.2227311 38.26465364)
APT,01346.1*H,HELIPORT,CN10,AWP,MONO,CA,BRIDGEPORT,MONO COUNTY MEDICAL,PU,PR,38.25236111,-119.2301944,450.0,Open,POINT(-119.2301944 38.25236111)
APT,01346.13*H,HELIPORT,7CL4,AWP,MONO,CA,BRIDGEPORT,MCMWTC,MN,PR,38.35556944,-119.5187889,779.0,Open,POINT(-119.5187889 38.35556944)
APT,01348.*A,AIRPORT,2CL1,AWP,YUBA,CA,BROWNSVILLE,BROWNSVILLE,PR,PR,39.45522222,-121.2916389,120.0,Open,POINT(-121.2916389 39.45522222)
APT,01349.5*A,AIRPORT,60CL,AWP,YOLO,CA,BRYTE,CHP ACADEMY,PU,PR,38.59879389,-121.5605119,20.0,Open,POINT(-121.5605119 38.59879389)
APT,01353.*A,AIRPORT,BUR,AWP,LOS ANGELES,CA,BURBANK,BOB HOPE,PU,PU,34.20069444,-118.3586667,778.0,Open,POINT(-118.3586667 34.20069444)
APT,01353.01*H,HELIPORT,CA95,AWP,LOS ANGELES,CA,BURBANK,ST JOSEPH MEDICAL CENTER,PR,PR,34.15529722,-118.3279,568.0,Open,POINT(-118.3279 34.15529722)
APT,01354.6*H,HELIPORT,CA01,AWP,SHASTA,CA,BURNEY,BURNEY SHERIFF'S STATION,PR,PR,40.885125,-121.6694194,127.0,Open,POINT(-121.6694194 40.885125)
