LAUNCHES_REC_ID,NOTAM_REC_ID,LowerAltitude,UpperAltitude,IssueTime,StartTime,StopTime,E_CODE,,,,
406,940153,NA,NA,5/27/18 21:42,5/29/18 6:00,6/3/18 9:00,TEMPORARY RESTRICTED AREA ACTIVATED  365000N 1292607E - 365000N 1265052E - 363000N 1295052E -  363000N 1292607E TO THE BEGINNING.,,,,
406,941706,0,999000,5/28/18 7:33,5/29/18 6:00,6/30/18 15:00,MOVEMENT AREA WIP ,,,,
406,942930,0,999000,5/28/18 18:44,5/29/18 6:00,5/29/18 10:00,FLOW CTL AT FIR BDRY AS FLW,,,,
406,917513,0,1.00E+05,5/13/18 6:29,5/29/18 6:00,5/29/18 11:00,200 ROCKET (BANGFAI) FRNG WILL TAKE PLACE RADIUS 2NM CENTRE     193610.05N0993136.36E (MAE SUAI DISTRICT CHIANG RAI PROVINCE)    ORGANIZER PHONE : +66  5379 8165                    : +668 1706 8213,,,,
406,931390,0,164040,5/22/18 5:48,5/29/18 6:00,5/29/18 12:00,DANGER AREA LRD07 CAP MIDIA 2 (CONSTANTA) ACTIVATED. FRNG    EXPECT RADAR VECTORING,,,,
479,1424961,0,180000,8/20/19 12:01,8/22/19 11:00,8/22/19 13:58,STNR ALT RESERVATION CAPE-A ATC ASSIGNED AIRSPACE ACT FOR A ROCKET LAUNCH. MIAMI CENTER WILL NOT APPROVE IFR FLIGHTS AND VFR SHOULD EXERCISE EXTREME CAUTION WI AN AREA DEFINED AS 2838N08047W TO 2847N08021W TO 2847N07950W TO 2825N07950W TO 2825N08030W TO 2825N08041W TO 2831N08044W  TO POINT OF ORIGIN. THIS ALT RESERVATION ENCOMPASSES PORTIONS OF R2933,,,,
479,1424966,0,180000,8/20/19 12:20,8/22/19 12:30,8/22/19 13:58,AIRSPACE CAPE CANAVERAL FL..TEMPORARY FLT  RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143,,,,
479,1418833,50000,999000,8/21/19 5:34,8/22/19 12:30,8/22/19 13:58,AIRSPACE R2933 ACT 5000FT-UNL,,,,
479,1418847,0,999000,8/21/19 5:34,8/22/19 12:30,8/22/19 13:58,AIRSPACE R2934 ACT SFC-UNL,,,,
479,1421252,0,999000,8/21/19 12:44,8/22/19 12:30,8/22/19 15:30,MBST/WS DETECTION SYSTEM NOT AVBL ,,,,
479,1421684,0,999000,8/20/19 11:47,8/22/19 12:30,8/22/19 17:00,/CLT/ VOR/DME NOT MNT ,,,,
479,1426335,0,999000,8/20/19 12:23,8/22/19 12:30,8/22/19 18:30,MBST/WS DETECTION SYSTEM NOT AVBL ,,,,
479,1423231,0,30000,8/21/19 23:09,8/22/19 12:30,8/22/19 20:00,RESTRICTED AIRSPACE - TEMPORARY ISLE OF MAN AIR NAVIGATION RESTRICTION OF FLYING FESTIVAL OF MOTORCYCLING REGULATIONS 2019 IN FORCE. NO AIRCRAFT,,,,
479,1424271,80000,150000,8/22/19 4:34,8/22/19 12:30,8/22/19 20:00,TEMPORARY CONTROLLED AIRSPACE CLASS D ESTABLISHED AS FOLLOWS. CTR CIRCLE 10NM CENTRED ON JERSEY ARP FL080-FL150. ,,,,
479,1418843,0,230000,8/21/19 5:34,8/22/19 12:30,8/23/19 0:30,AIRSPACE R5203 ACT SFC-FL230,,,,
479,1418320,0,50000,8/21/19 4:04,8/22/19 11:00,8/22/19 13:58,W497A ACT,,,,
479,1418341,0,50000,8/21/19 4:06,8/22/19 11:00,8/22/19 13:58,W497A ACT,,,,
479,1423297,110000,180000,8/21/19 23:34,8/22/19 12:30,8/22/19 13:29,AIRSPACE BULLSEYE 3 MOA ACT 11000FT UP TO BUT NOT INCLUDING FL180,,,,
479,1423300,50000,180000,8/21/19 23:34,8/22/19 12:30,8/22/19 13:29,AIRSPACE BULLSEYE 2 MOA ACT 5000FT UP TO BUT NOT INCLUDING FL180,,,,
479,1423303,1.00E+05,180000,8/21/19 23:34,8/22/19 12:30,8/22/19 13:29,AIRSPACE BULLSEYE 1 MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,,,,
479,1424953,0,180000,8/20/19 12:04,8/22/19 12:30,8/22/19 13:58,FL..AIRSPACE CAPE CANAVERAL FL..TEMPORARY FLIGHT  RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143,,,,
479,1424955,0,180000,8/20/19 12:05,8/22/19 12:30,8/22/19 13:58,FL..AIRSPACE CAPE CANAVERAL FL..TEMPORARY FLT  RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143,,,,
479,1424950,0,180000,8/20/19 12:20,8/22/19 12:30,8/22/19 13:58,AIRSPACE CAPE CANAVERAL FL..TEMPORARY FLIGHT  RESTRICTION. PURSUANT TO 14 CFR SECTION 91.143,,,,
405,939788,0,40000,5/27/18 17:04,5/28/18 6:01,5/28/18 9:59,AIRSPACE R3002A ACT SFC-4000FT,,,,
405,939793,0,230000,5/27/18 17:04,5/28/18 6:01,5/28/18 13:59,AIRSPACE R2507E ACT SFC-FL230,,,,
272,153750,4890,NA,9/23/16 11:59,9/26/16 10:30,12/31/16 23:30,384300N0773001W (0.7NM ESE,,,,
272,153749,4890,NA,10/4/16 17:58,10/5/16 0:58,12/31/16 23:30,384300N0773001W (0.7NM ESE,,,,
26,1096386,0,30000,10/16/18 21:37,10/17/08 4:25,10/18/18 4:25,DUE TO PERSON IN WATER SEARCH AND RESCUE ACTIVITIES WILL TAKE PLACE WITHIN THE AREA RADIUS 05NM CENTERED ON 3650N02625E DUE TO POTENTIAL HIGH RISKS FOR AIR TRAFFIC,,,,
26,1096392,0,30000,10/16/18 21:40,10/17/18 4:38,10/18/18 4:25,DUE TO PERSON IN WATER SEARCH AND RESCUE ACTIVITIES WILL TAKE PLACE WITHIN THE AREA RADIUS 05NM CENTERED ON 3650N02625E DUE TO POTENTIAL HIGH RISKS FOR AIR TRAFFIC,,,,
432,1101998,0,70000,10/24/18 6:55,10/25/18 5:00,10/25/18 16:30,DANGER AREA ACTIVATED.    PJE WILL TAKE PLACE INTO A CIRCLE CENTERED ON POINT OF     COORD 463200N0243147E WITH 5KM RADIUS.,,,,
432,1106174,30000,50000,10/25/18 1:36,10/25/18 8:30,11/6/18 3:00,ADS-B,,,,
432,1102309,0,125000,10/24/18 7:34,10/25/18 9:00,10/25/18 16:30,THE FOLLOWING ABERPORTH DANGER AREAS ARE ACTIVATED: EG D201H  0900-1630   SFC-FL125,,,,
432,1102312,0,125000,10/24/18 7:34,10/25/18 9:00,10/25/18 16:30,THE FOLLOWING WEST WALES DANGER AREAS ARE ACTIVATED: EG D202D  0900-1630  SFC-FL125,,,,
432,1106126,0,999000,10/25/18 1:29,10/25/18 8:30,10/25/18 12:00,DME CZA CH117X U/S DUE TO MAINT. ,,,,
432,1106417,410000,450000,10/22/18 3:41,10/25/18 8:30,10/25/18 16:30,AIRSPACE DCC PMRF HALO STNR ALT RESERVATION WI AN  AREA DEFINED AS 2600N17000W TO 2600N16130W TO 2145N16130W TO 2145N17000W TO POINT OF ORIGIN FL410-FL450,,,,
432,1106423,410000,450000,10/22/18 3:41,10/25/18 8:30,10/25/18 16:30,AIRSPACE DCC PMRF HALO STNR ALT RESERVATION WI AN  AREA DEFINED AS 2600N17000W TO 2600N16130W TO 2145N16130W TO 2145N17000W TO POINT OF ORIGIN FL410-FL450,,,,
432,1106415,0,999000,10/22/18 3:48,10/25/18 8:30,10/25/18 16:30,PMRF HALO STNR ALT RESERVATION WI AN AREA DEFINED AS 2600N17000W TO 2600N16130W TO 2145N16130W TO 2145N17000W TO POINT OF ORIGIN.,,,,
432,1106425,410000,450000,10/22/18 3:48,10/25/18 8:30,10/25/18 16:30,PMRF HALO STNR ALT RESERVATION WI AN  AREA DEFINED AS 2600N17000W TO 2600N16130W TO 2145N16130W TO 2145N17000W TO POINT OF ORIGIN,,,,
432,1106133,NA,NA,10/25/18 1:30,10/25/18 8:30,11/5/18 22:00,AIRSPACE ADS-B,,,,
432,1106154,NA,NA,10/25/18 1:34,10/25/18 8:30,11/5/18 22:00,AIRSPACE ADS-B,,,,
432,1106152,30000,50000,10/25/18 1:32,10/25/18 8:30,11/6/18 3:00,ADS-B,,,,
504,1375589,0,999000,7/23/19 6:26,7/24/19 18:00,7/24/19 19:30,/TWF/  VORTAC U/S ,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1383205,0,1.00E+05,7/22/19 1:46,7/24/19 18:00,7/24/19 20:00,NEWQUAY LOWER AIRSPACE RADAR SERVICE NOT AVAILABLE DUE TO  ESSENTIAL ELECTRICAL MAINT ,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1379548,50000,180000,7/24/19 5:03,7/24/19 18:00,7/24/19 20:00,AIRSPACE BUCKEYE MOA ACT 5000FT-FL180,,,,
504,1381632,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381639,1.00E+05,180000,7/24/19 5:03,7/24/19 18:00,7/24/19 22:00,AIRSPACE DOME MOA ACT 10000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381640,120000,180000,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 HIGH MOA ACT 12000FT UP TO BUT NOT INCLUDING FL180,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381651,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1379998,NA,NA,7/24/19 11:05,7/24/19 18:00,7/24/20 18:00,AIRSPACE LUCIN A/B STNR ALT RESERVATION WI AN AREA BNDD BY THE LATERAL CONFINES OF LUCIN A/B MOA 7500-17999,,,,
504,1379998,NA,NA,7/24/19 11:05,7/24/19 18:00,7/24/20 18:00,AIRSPACE LUCIN A/B STNR ALT RESERVATION WI AN AREA BNDD BY THE LATERAL CONFINES OF LUCIN A/B MOA 7500-17999,,,,
504,1379998,NA,NA,7/24/19 11:05,7/24/19 18:00,7/24/20 18:00,AIRSPACE LUCIN A/B STNR ALT RESERVATION WI AN AREA BNDD BY THE LATERAL CONFINES OF LUCIN A/B MOA 7500-17999,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
504,1381631,5000,119990,7/24/19 5:03,7/24/19 18:00,7/25/19 0:01,AIRSPACE POWDER RIVER 2 LOW MOA ACT 500FT AGL-11999FT,,,,
487,1464218,0,230000,9/29/19 16:04,9/30/19 5:01,9/30/19 12:59,AIRSPACE R2306C ACT SFC-FL230,,,,
487,1464337,0,150000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE R5103A ACT SFC-15000FT,,,,
487,1464345,1000,180000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE GANDY MOA ACT 100FT UP TO BUT NOT INCLUDING FL180,,,,
487,1464346,0,3.00E+05,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE R5103C ACT SFC-FL300,,,,
487,1464349,1000,65000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN C MOA ACT 100FT-6500FT,,,,
487,1464349,1000,65000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN C MOA ACT 100FT-6500FT,,,,
487,1464349,1000,65000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN C MOA ACT 100FT-6500FT,,,,
487,1464351,1000,95000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE SEVIER B MOA ACT 100FT-9500FT,,,,
487,1464356,1000,180000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE GANDY MOA ACT 100FT UP TO BUT NOT INCLUDING FL180,,,,
487,1464358,0,3.00E+05,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE R5107K ACT SFC-FL300,,,,
487,1464363,1000,90000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN A MOA ACT 100FT-9000FT,,,,
487,1472011,0,999000,9/25/19 2:48,9/30/19 6:00,9/30/19 7:15,TWR DEVICES MAINT (VISUAL RADAR AND STRIPPING U/S) : DEPARTURES AND ARRIVALS SUBMITTED TO MANDATORY SLOTS PROVIDED BY FLIGHT DIRECTOR TO +33 (0)3.83.52.28.40 - 811.133.2840. ,,,,
487,1464363,1000,90000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN A MOA ACT 100FT-9000FT,,,,
487,1464363,1000,90000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN A MOA ACT 100FT-9000FT,,,,
487,1464364,1000,75000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN B MOA ACT 100FT-7500FT,,,,
487,1464364,1000,75000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN B MOA ACT 100FT-7500FT,,,,
487,1464364,1000,75000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN B MOA ACT 100FT-7500FT,,,,
487,1464365,0,3.00E+05,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE R5103B ACT SFC-FL300,,,,
487,1464372,1000,95000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE SEVIER B MOA ACT 100FT-9500FT,,,,
487,1464374,1000,65000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN C MOA ACT 100FT-6500FT,,,,
487,1464374,1000,65000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN C MOA ACT 100FT-6500FT,,,,
487,1464374,1000,65000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE LUCIN C MOA ACT 100FT-6500FT,,,,
487,1465064,0,999000,9/29/19 23:03,9/30/19 6:00,9/30/19 8:00,RFFS DOWNGRADED TO CATEGORY 4. ,,,,
487,1464376,1000,145000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE SEVIER A MOA ACT 100FT-14500FT,,,,
487,1464377,1000,145000,9/29/19 17:04,9/30/19 6:00,9/30/19 12:59,AIRSPACE SEVIER A MOA ACT 100FT-14500FT,,,,
487,1477174,0,130000,9/23/19 5:40,9/30/19 6:00,9/30/19 13:00,DANGER AREA EPD33 (TORUN) ACT.,,,,
487,1471323,0,40000,9/24/19 4:45,9/30/19 6:00,9/30/19 13:00,DANGER AREA LQD16 BUKOVAC-LAZAREVICA ACTIVATED,,,,
487,1477194,0,140000,9/23/19 5:38,9/30/19 6:00,9/30/19 14:00,DANGER AREA EPD30 (ZIELONKA) ACT.,,,,
487,1464353,140000,180000,9/29/19 17:04,9/30/19 6:00,9/30/19 14:29,AIRSPACE WHITE ELK MOA ACT 14000FT UP TO BUT NOT INCLUDING FL180,,,,
487,1472402,0,66000,9/27/19 1:58,9/30/19 6:00,9/30/19 15:00,DANGER AREA EYD11 ROKAI ACT,,,,
487,1477192,0,250000,9/23/19 5:33,9/30/19 6:00,9/30/19 16:00,DANGER AREA EPD25A (NOWA DEBA) ACT.,,,,
487,1477183,0,250000,9/23/19 5:34,9/30/19 6:00,9/30/19 16:00,DANGER AREA EPD25B (NOWA DEBA) ACT.,,,,
487,1477162,0,25000,9/23/19 5:44,9/30/19 6:00,9/30/19 18:00,DANGER AREA EPD53A (WICKO MORSKIE) ACT.,,,,
487,1471050,0,999000,9/29/19 23:03,9/30/19 6:00,9/30/19 8:00,RFFS DOWNGRADED TO CATEGORY 4. ,,,,
487,1477197,0,285000,9/27/19 5:11,9/30/19 6:00,9/30/19 18:00,DANGER AREA EPD29 (ORZYSZ) ACT.,,,,
487,1465050,0,999000,9/29/19 22:55,9/30/19 6:00,9/30/19 18:00,RFFS DOWNGRADED TO CAT 7. ,,,,
487,1428518,0,105000,8/26/19 4:55,9/30/19 6:00,9/30/19 20:00,DANGER AREA LHD14 HAJDUHADHAZ ACTIVATED.,,,,
487,1429060,0,145000,8/26/19 6:12,9/30/19 6:00,9/30/19 20:00,DANGER AREA LHD36A HAJMASKER ACTIVATED.,,,,
487,1464984,0,999000,9/29/19 22:17,9/30/19 6:00,9/30/19 20:00,DUE TO MITAG TYPHOON,,,,
487,1477175,0,80000,9/23/19 5:43,9/30/19 6:00,9/30/19 22:00,DANGER AREA EPD45 (BLEDOW) ACT.,,,,
487,1477193,0,25000,9/23/19 5:42,9/30/19 6:00,9/30/19 23:00,DANGER AREA EPD38 (STRZEPCZ) ACT.,,,,
487,1464333,95000,180000,9/29/19 17:04,9/30/19 6:00,9/30/19 23:42,AIRSPACE SEVIER D MOA ACT 9500FT UP TO BUT NOT INCLUDING FL180,,,,
487,1464350,145000,180000,9/29/19 17:04,9/30/19 6:00,9/30/19 23:42,AIRSPACE SEVIER C MOA ACT 14500FT UP TO BUT NOT INCLUDING FL180,,,,
487,1477169,0,130000,9/23/19 5:30,9/30/19 6:00,10/1/19 6:00,DANGER AREA EPD21 (BIEDRUSKO) ACT.,,,,
487,1470443,0,999000,9/26/19 1:48,9/30/19 6:00,9/30/19 10:00,JOMO PSR WITHDRAWN FOR MAINT ,,,,
487,1477196,0,115000,9/23/19 5:31,9/30/19 6:00,10/1/19 6:00,DANGER AREA EPD24 (DRAWSKO POMORSKIE) ACT.,,,,
487,1477176,0,105000,9/23/19 5:36,9/30/19 6:00,10/1/19 6:00,DANGER AREA EPD27 (WEDRZYN) ACT.,,,,
487,1477188,0,2.00E+05,9/23/19 5:39,9/30/19 6:00,10/1/19 6:00,DANGER AREA EPD31 (ZAGAN) ACT.,,,,
487,1464380,145000,180000,9/29/19 17:04,9/30/19 6:00,10/1/19 6:00,AIRSPACE SEVIER C MOA ACT 14500FT UP TO BUT NOT INCLUDING FL180,,,,
487,1471298,95000,180000,9/29/19 17:04,9/30/19 6:00,10/1/19 6:00,AIRSPACE SEVIER D MOA ACT 9500FT UP TO BUT NOT INCLUDING FL180,,,,
487,1466678,0,999000,9/26/19 0:37,9/30/19 6:00,10/1/19 12:00,ATS RTE W57 SEGMENT ABELU-BAROD CLSD.,,,,
487,1466659,0,999000,9/26/19 0:55,9/30/19 6:00,10/1/19 12:00,ATS RTE SEGMENTS CLSD: T657 TILICHIKI NDB (TK) - OKLED W216 BAGMO - TIGBI.,,,,
487,1466667,0,999000,9/26/19 0:55,9/30/19 6:00,10/1/19 12:00,ATS RTE SEGMENTS CLSD: T657 TILICHIKI NDB (TK) - OKLED W216 BAGMO - TIGBI.,,,,
487,1466680,0,999000,9/26/19 1:22,9/30/19 6:00,10/1/19 12:00,ATS RTE SEGMENTS CLSD: A222 SOREK - ROGIS A303 ABLAR - PIBER A714 MOSOR - KUMEN B117 KUMEN - TELGU G353 KUMEN - PEMIL G722 LESHUKONSKOE VORDME (LKN) - TALUB T539 KUMEN - TELGU W156 KUMEN - ROTRA W161 KUMEN - PINOD W165 GUMSA - PINOD.,,,,
